scrappedUrl	eventname	startdate	enddate	timing	eventinfo	ticketlist	orgProfile	orgname	orgweb	logo	sponsor	agendalist	type	category	city	country	venue	event_website	googlePlaceUrl	ContactMail	Speakerlist	online_event
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/der-weg-zu-erfolgreichen-schutzrechtsanmeldungen-teil-i-technische-schutzrechte-patente-und-gebrauchsmuster-1	DER WEG ZU ERFOLGREICHEN SCHUTZRECHTSAN­MELDUNGEN - TEIL I - TECHNISCHE SCHUTZRECHTE (PATENTE UND GEBRAUCHSMUSTER)	2022-11-02	2022-11-02	"['{""type"": ""general"", ""Start_time"": ""02:00PM"", ""end_time"": ""05:00PM"", ""timezone"": """", ""days"": ""all""}']"	 COURSE OF TALKS: der weg zu erfolgreichen schutzrechtsan­meldungen - teil i - technische schutzrechte (patente und gebrauchsmuster)		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/									https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/der-weg-zu-erfolgreichen-schutzrechtsanmeldungen-teil-i-technische-schutzrechte-patente-und-gebrauchsmuster-1		"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"	"['{""name"": ""Dipl.-Ing. Matthias Knöbel"", ""title"": """", ""link"": """"}']"	1
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/schutz-und-verwertung-ingenieurtechnischer-leistungen-wise-2022-23/2022-11-02	SCHUTZ UND VERWERTUNG INGENIEURTECH­NISCHER LEISTUNGEN WISE 2022/23	2022-11-02	2022-11-02	"['{""type"": ""general"", ""Start_time"": ""04:40PM"", ""end_time"": ""06:10PM"", ""timezone"": """", ""days"": ""all""}']"	 LECTURE: schutz und verwertung ingenieurtech­nischer leistungen wise 2022/23		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/									https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/schutz-und-verwertung-ingenieurtechnischer-leistungen-wise-2022-23/2022-11-02		"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"	"['{""name"": ""Peter Adler"", ""title"": """", ""link"": """"}', '{""name"": ""Sarah Müller-Sägebrecht"", ""title"": """", ""link"": """"}', '{""name"": ""Matthias Knöbel"", ""title"": """", ""link"": """"}']"	1
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/schnupperstunde-folkloretanz-mit-thea-maass	"TRIAL LESSON: FOLK DANCE WITH ""THEA MAASS“"	2022-11-02	2022-11-02	"['{""type"": ""general"", ""Start_time"": ""07:00PM"", ""end_time"": """", ""timezone"": """", ""days"": ""all""}']"	"trial lesson: folk dance with ""thea maass“  starting by 2022-11-02 and ending 2022-11-02"	"{""type"": ""free"", ""price"": ""free"", ""currency"": """"}"	Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/						Dresden 	Germany		https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/schnupperstunde-folkloretanz-mit-thea-maass		"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"		0
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/tu-dresden-im-dialog-mensch-tier-beziehungen-interdisziplinaere-perspektiven/tiere-in-der-medizin-streitgespraech-im-rahmen-der-reihe-tu-dresden-im-dialog-mensch-tier-beziehungen	TIERE IN DER MEDIZIN – STREITGESPRÄCH	2022-11-03	2022-11-03	"['{""type"": ""general"", ""Start_time"": ""06:00PM"", ""end_time"": ""07:30PM"", ""timezone"": """", ""days"": ""all""}']"	tiere in der medizin – streitgespräch  starting by 2022-11-03 and ending 2022-11-03		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/									https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/tu-dresden-im-dialog-mensch-tier-beziehungen-interdisziplinaere-perspektiven/tiere-in-der-medizin-streitgespraech-im-rahmen-der-reihe-tu-dresden-im-dialog-mensch-tier-beziehungen		"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"	"['{""name"": ""Dr. Friederike Schmitz"", ""title"": """", ""link"": "" https://friederikeschmitz.de""}', '{""name"": ""Hilal Sezgin"", ""title"": """", ""link"": "" http://hilalsezgin.de""}', '{""name"": ""Dr. med. vet. Kerstin Brüchner"", ""title"": """", ""link"": "" https://tu-dresden.de/tu-dresden/organisation/gremien-und-beauftragte/beauftragte""}', '{""name"": ""Moderation: Cornelius Pollmer"", ""title"": """", ""link"": "" https://www.sueddeutsche.de/autoren/cornelius-pollmer-1.1143170""}', '{""name"": ""Prof. Dr. Kurt Reifenberg"", ""title"": """", ""link"": "" https://www.dkfz.de/de/tierlabor/index.html""}']"	0
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/festveranstaltung-zum-tag-der-vereinten-nationen-2022-mit-preisverleihung-des-lokale-agenda-wettbewerbes	UNITED NATIONS DAY DRESDEN 2021 COMMEMORATIVE EVENT AND THE AWARD CEREMONY OF THE LOKALE AGENDA CONTEST	2022-11-03	2022-11-03	"['{""type"": ""general"", ""Start_time"": ""06:00PM"", ""end_time"": ""09:00PM"", ""timezone"": """", ""days"": ""all""}']"	 INTERACTIVE EVENT: united nations day dresden 2021 commemorative event and the award ceremony of the lokale agenda contest		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/							Germany	Plenarsaal des Neuen Dresdner Rathauses, Rathausplatz 1, 01067 Dresden 	https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/festveranstaltung-zum-tag-der-vereinten-nationen-2022-mit-preisverleihung-des-lokale-agenda-wettbewerbes	https://www.google.com/maps?q=Plenarsaal+des+Neuen+Dresdner+Rathauses,+Rathausplatz+1,+01067+Dresden+++Germany&iflsig=AJiK0e8AAAAAY1cc3I_sAPRzebMVCQ7o_W7dzbthFcu1&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFiJAmDEAmgAcAB4AIABAIgBAJIBAJgBAKABAQ&um=1&ie=UTF-8&sa=X&ved=2ahUKEwj9gc2w8vn6AhU8FbcAHexnA4gQ_AUoAXoECAIQAw	"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"	"['{""name"": ""Dr. Angela Kane"", ""title"": """", ""link"": """"}']"	0
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/albert-jacob-1887-1944-ein-vergessenes-hinrichtungsopfer-aus-zwickau-vortrag-und-podiumsdiskussion	ALBERT JACOB (1887-1944). EIN VERGESSENES HINRICHTUNG­SOPFER AUS ZWICKAU. VORTRAG UND PODIUMSDISKUS­SION	2022-11-03	2022-11-03	"['{""type"": ""general"", ""Start_time"": ""07:00PM"", ""end_time"": ""09:30PM"", ""timezone"": """", ""days"": ""all""}']"	 TALK: albert jacob (1887-1944). ein vergessenes hinrichtung­sopfer aus zwickau. vortrag und podiumsdiskus­sion		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/							Germany	Gedenkstätte Münchner Platz Dresden, VeranstaltungsraumMünchner Platz 3, 01187 DresdenShow map of this location.	https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/albert-jacob-1887-1944-ein-vergessenes-hinrichtungsopfer-aus-zwickau-vortrag-und-podiumsdiskussion	https://www.google.com/maps?q=Gedenkst%C3%A4tte+M%C3%BCnchner+Platz+Dresden,+VeranstaltungsraumM%C3%BCnchner+Platz+3,+01187+DresdenShow+map+of+this+location.++Germany&iflsig=AJiK0e8AAAAAY1cc8b5IErWEQtpv2K26xuWABBWq5RK-&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFivAWDPAWgAcAB4AIABAIgBAJIBAJgBAKABAQ&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjf3-258vn6AhVph-YKHXfVDbIQ_AUoAXoECAIQAw	"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"	"['{""name"": ""Sven Hüber (Gewerkschaft der Polizei) im Gespräch mit Dr. Birgit Sack"", ""title"": """", ""link"": "" Leiterin der Gedenkstätte""}']"	0
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/gedenkstaette-bautzner-strasse-dresden	BAUTZNER STRASSE DRESDEN MEMORIAL	2022-11-06	2022-11-06	"['{""type"": ""general"", ""Start_time"": ""01:00PM"", ""end_time"": """", ""timezone"": """", ""days"": ""all""}']"	 EXCURSION: bautzner strasse dresden memorial	"{""type"": ""paid"", ""price"": ""3.00"", ""currency"": ""€""}"	Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/						Dresden 	Germany		https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/gedenkstaette-bautzner-strasse-dresden		"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"		0
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/postdoc-talks-spotlight-on/haifischbecken-und-goldfischteiche	NAVIGATING THE SHARK POOL	2022-11-08	2022-11-08	"['{""type"": ""general"", ""Start_time"": ""11:30AM"", ""end_time"": ""01:30PM"", ""timezone"": """", ""days"": ""all""}']"	navigating the shark pool  starting by 2022-11-08 and ending 2022-11-08		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/									https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/postdoc-talks-spotlight-on/haifischbecken-und-goldfischteiche		"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"		1
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/lokale-digitale-partizipation/digitale-partizipation-verfestigung-bestehender-beteiligungsmuster-oder-neue-chance-fuer-mehr-mobilisierung-und-inklusion-einfuehrung-in-das-thema	DIGITALE PARTIZIPATION: VERFESTIGUNG BESTEHENDER BETEILI­GUNGSMUSTER ODER NEUE CHANCE FÜR MEHR MOBILISIERUNG UND INKLUSION? EINFÜHRUNG IN DAS THEMA	2022-11-08	2022-11-08	"['{""type"": ""general"", ""Start_time"": ""06:30PM"", ""end_time"": ""08:00PM"", ""timezone"": """", ""days"": ""all""}']"	 COURSE OF TALKS: digitale partizipation: verfestigung bestehender beteili­gungsmuster oder neue chance für mehr mobilisierung und inklusion? einführung in das thema		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/							Germany	HSZ/401Hörsaalzentrum, TU Dresden, Bergstraße 64, 01069 Dresden	https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/lokale-digitale-partizipation/digitale-partizipation-verfestigung-bestehender-beteiligungsmuster-oder-neue-chance-fuer-mehr-mobilisierung-und-inklusion-einfuehrung-in-das-thema	https://www.google.com/maps?q=HSZ/401H%C3%B6rsaalzentrum,+TU+Dresden,+Bergstra%C3%9Fe+64,+01069+Dresden++Germany&iflsig=AJiK0e8AAAAAY1cdLsto0DkVRFUU6I-n3GGv9a-BX7Eg&uact=5&gs_lcp=Cgdnd3Mtd2l6EANQAFjeAWCKAmgAcAB4AIABAIgBAJIBAJgBAKABAQ&um=1&ie=UTF-8&sa=X&ved=2ahUKEwj93-7W8vn6AhUWxHMBHQSQA2sQ_AUoAXoECAIQAw	"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"	"['{""name"": ""Prof. Dr. Marianne Kneuer (TUD)"", ""title"": """", ""link"": """"}']"	0
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/schutz-und-verwertung-ingenieurtechnischer-leistungen-wise-2022-23/2022-11-09	SCHUTZ UND VERWERTUNG INGENIEURTECH­NISCHER LEISTUNGEN WISE 2022/23	2022-11-09	2022-11-09	"['{""type"": ""general"", ""Start_time"": ""04:40PM"", ""end_time"": ""06:10PM"", ""timezone"": """", ""days"": ""all""}']"	 LECTURE: schutz und verwertung ingenieurtech­nischer leistungen wise 2022/23		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/									https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/schutz-und-verwertung-ingenieurtechnischer-leistungen-wise-2022-23/2022-11-09		"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"	"['{""name"": ""Peter Adler"", ""title"": """", ""link"": """"}', '{""name"": ""Sarah Müller-Sägebrecht"", ""title"": """", ""link"": """"}', '{""name"": ""Matthias Knöbel"", ""title"": """", ""link"": """"}']"	1
https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/world-usability-day-2022	WORLD USABILITY DAY 2022	2022-11-10	2022-11-10		 INTERACTIVE EVENT: world usability day 2022		Technische Universität Dresden is an effective partner for local, national and global collaborations in research, teaching and transfer.	Technische Universität Dresden	https://tu-dresden.de/									https://tu-dresden.de/tu-dresden/veranstaltungskalender/veranstaltungskalender/world-usability-day-2022		"[""servicecenter.studium@tu-dresden.de"", ""infostelle@tu-dresden.de"", ""pressestelle@tu-dresden.de""]"		1
